!!SBtab TableID='ParameterData' TableType='Quantity'										
!QuantityType	!Compound	!Reaction	!Unit	!Median	!Mean	!Std	!Lower	!Upper	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
product catalytic rate constant		R_PRASCSi	1/s	2.6630196	5.5146225	10	1e-09	10000000		R04591
product catalytic rate constant		R_MTHFC	1/s	39.748096	40.917906	10	1e-09	10000000		R01655
product catalytic rate constant		R_MTHFD	1/s	39.748096	40.917906	10	1e-09	10000000		R01220
product catalytic rate constant		R_XYLtex	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_FORtppi	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_PYRtex	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_SO4tex	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_SUCCtex	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_GRXR	1/s	3.5724743	6.532341	10	1e-09	10000000		
product catalytic rate constant		R_RNDR1b	1/s	0.0085714581	0.29283327	10	1e-09	10000000		
product catalytic rate constant		R_RNDR2b	1/s	0.078997926	0.89056486	10	1e-09	10000000		
product catalytic rate constant		R_MALt2_2pp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_NH4tpp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_NH4tex	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_RIBabcpp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_GLYCAt2rpp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_GLYCAtex	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_GLYCtpp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_H2Otpp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_GLNabcpp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_CO2tex	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_GLUt2rpp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_ACGK	1/s	3.5258478	6.4821282	10	1e-09	10000000		R02649
product catalytic rate constant		R_GNK	1/s	24.956255	26.654761	10	1e-09	10000000		R01737
product catalytic rate constant		R_GLUDy	1/s	0.73559607	2.7625143	10	1e-09	10000000		R00248
product catalytic rate constant		R_GLCNt2rpp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_GLCptspp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_EX_h2o_e	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_HSTPT	1/s	3.0478008	5.9560401	10	1e-09	10000000		R03243
product catalytic rate constant		R_THDPS	1/s	0.27757623	1.6776632	10	1e-09	10000000		R04365
product catalytic rate constant		R_ATPM	1/s	NaN	NaN	NaN	1e-09	10000000		R00086
product catalytic rate constant		R_THRD_L	1/s	26.282894	27.918083	10	1e-09	10000000		R00996
product catalytic rate constant		R_ETOHtex	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_RNDR2	1/s	0.32239582	1.8100681	10	1e-09	10000000		R02019
product catalytic rate constant		R_DHFR	1/s	0.80804766	2.9006102	10	1e-09	10000000		R00939
product catalytic rate constant		R_PRAIi	1/s	1.081208	3.3782205	10	1e-09	10000000		R03509
product catalytic rate constant		R_EX_mal__L_e	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_TYRTA	1/s	0.95610889	3.1668723	10	1e-09	10000000		R00734
product catalytic rate constant		R_SHKK	1/s	10.232731	12.934344	10	1e-09	10000000		R02412
product catalytic rate constant		R_EX_so4_e	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_GLUSy	1/s	0.67991652	2.6522135	10	1e-09	10000000		R00114
product catalytic rate constant		R_OMCDC	1/s	NaN	NaN	NaN	1e-09	10000000		R01652
product catalytic rate constant		R_IG3PS	1/s	2.2466138	5.01309	10	1e-09	10000000		R04558
product catalytic rate constant		R_PDH	1/s	71.214422	71.899904	10	1e-09	10000000		R00209
product catalytic rate constant		R_MTHFR2	1/s	1.297078	3.7201122	10	1e-09	10000000		R07168
product catalytic rate constant		R_EX_nh4_e	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_DUTPDP	1/s	6.5836504e-05	0.025658667	10	1e-09	10000000		R02100
product catalytic rate constant		R_NTP5	1/s	5.8882263	8.8722456	10	1e-09	10000000		R00569
product catalytic rate constant		R_FORt2pp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_EX_etoh_e	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_GLNS	1/s	12.070334	14.622873	10	1e-09	10000000		R00253
product catalytic rate constant		R_ACGS	1/s	24.184983	25.922179	10	1e-09	10000000		R00259
product catalytic rate constant		R_SUCOAS	1/s	1.6254557	4.1987146	10	1e-09	10000000		R00405
product catalytic rate constant		R_PRAIS	1/s	12.026966	14.58303	10	1e-09	10000000		
product catalytic rate constant		R_AACPS8	1/s	0.39392878	2.0044056	10	1e-09	10000000		
product catalytic rate constant		R_AACPS9	1/s	4.8163501e-06	0.0069399937	10	1e-09	10000000		
product catalytic rate constant		R_AACPS6	1/s	0.39392878	2.0044056	10	1e-09	10000000		
product catalytic rate constant		R_AACPS7	1/s	0.08075061	0.90042935	10	1e-09	10000000		
product catalytic rate constant		R_HISTP	1/s	1.0543078	3.3336915	10	1e-09	10000000		R03013
product catalytic rate constant		R_LDH_D	1/s	2.7377898	5.6018718	10	1e-09	10000000		R00704
product catalytic rate constant		R_KAS15	1/s	12.463538	14.984178	10	1e-09	10000000		R10707
product catalytic rate constant		R_T2DECAI	1/s	0.4106787	2.0474328	10	1e-09	10000000		
product catalytic rate constant		R_3OAS161	1/s	0.3460756	1.876475	10	1e-09	10000000		
product catalytic rate constant		R_DHQS	1/s	36.877332	38.124802	10	1e-09	10000000		R03083
product catalytic rate constant		R_EAR161x	1/s	0.22014133	1.4919041	10	1e-09	10000000		
product catalytic rate constant		R_PGCD	1/s	36.197011	37.464286	10	1e-09	10000000		R01513
product catalytic rate constant		R_MALtex	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_3OAS141	1/s	0.3460756	1.876475	10	1e-09	10000000		
product catalytic rate constant		R_3OAR121	1/s	1.325444	3.7632322	10	1e-09	10000000		
product catalytic rate constant		R_ADSL1r	1/s	1.510932	4.036562	10	1e-09	10000000		R01083
product catalytic rate constant		R_AICART	1/s	9.0938218	11.884703	10	1e-09	10000000		R04560
product catalytic rate constant		R_D_LACt2pp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_RIBtex	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_FRUpts2pp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_FORtex	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_PFK	1/s	81.972918	82.57187	10	1e-09	10000000		
product catalytic rate constant		R_PGM	1/s	64.816555	65.566093	10	1e-09	10000000		R01518
product catalytic rate constant		R_CYTBO3_4pp	1/s	231.65076	231.8661	10	1e-09	10000000		
product catalytic rate constant		R_EAR141x	1/s	0.22014133	1.4919041	10	1e-09	10000000		
product catalytic rate constant		R_EAR181x	1/s	0.025712624	0.50740223	10	1e-09	10000000		
product catalytic rate constant		R_TPI	1/s	193.64923	193.90657	10	1e-09	10000000		R01015
product catalytic rate constant		R_RPI	1/s	1.1234164	3.447159	10	1e-09	10000000		
product catalytic rate constant		R_3OAR120	1/s	1.8316769	4.4800608	10	1e-09	10000000		R04964
product catalytic rate constant		R_3HAD80	1/s	0.56350238	2.407494	10	1e-09	10000000		R04537
product catalytic rate constant		R_3HAD120	1/s	0.56350238	2.407494	10	1e-09	10000000		R04965
product catalytic rate constant		R_EAR180x	1/s	0.51156369	2.290886	10	1e-09	10000000		
product catalytic rate constant		R_AKGtex	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_SO4t2pp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_EAR180y	1/s	0.42655242	2.0874548	10	1e-09	10000000		
product catalytic rate constant		R_ACONTb	1/s	45.728053	46.761968	10	1e-09	10000000		R01900
product catalytic rate constant		R_3HAD161	1/s	0.56350238	2.407494	10	1e-09	10000000		
product catalytic rate constant		R_SUCDi	1/s	91.073025	91.613964	10	1e-09	10000000		
product catalytic rate constant		R_ASNS1	1/s	1.2456156	3.6408886	10	1e-09	10000000		R00578
product catalytic rate constant		R_EAR80y	1/s	0.53097472	2.3350771	10	1e-09	10000000		
product catalytic rate constant		R_EAR120y	1/s	0.53097472	2.3350771	10	1e-09	10000000		
product catalytic rate constant		R_3OAR181	1/s	0.16248627	1.2798895	10	1e-09	10000000		
product catalytic rate constant		R_3HAD121	1/s	0.56350238	2.407494	10	1e-09	10000000		
product catalytic rate constant		R_EX_o2_e	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_EAR140x	1/s	0.18082785	1.3508152	10	1e-09	10000000		
product catalytic rate constant		R_3OAS181	1/s	0.17181036	1.3164066	10	1e-09	10000000		
product catalytic rate constant		R_3OAS140	1/s	0.22810853	1.5189636	10	1e-09	10000000		
product catalytic rate constant		R_3OAR140	1/s	1.6735727	4.2655176	10	1e-09	10000000		R04566
product catalytic rate constant		R_EAR160y	1/s	0.42655242	2.0874548	10	1e-09	10000000		
product catalytic rate constant		R_3OAR160	1/s	0.97110205	3.1928014	10	1e-09	10000000		R04543
product catalytic rate constant		R_3HAD181	1/s	0.56350238	2.407494	10	1e-09	10000000		
product catalytic rate constant		R_EAR100y	1/s	0.53097472	2.3350771	10	1e-09	10000000		
product catalytic rate constant		R_3OAR141	1/s	1.325444	3.7632322	10	1e-09	10000000		
product catalytic rate constant		R_3OAR161	1/s	1.325444	3.7632322	10	1e-09	10000000		
product catalytic rate constant		R_3HAD141	1/s	0.56350238	2.407494	10	1e-09	10000000		
product catalytic rate constant		R_EAR121x	1/s	0.22014133	1.4919041	10	1e-09	10000000		
product catalytic rate constant		R_ACONTa	1/s	63.581699	64.344962	10	1e-09	10000000		R01325
product catalytic rate constant		R_3HAD40	1/s	0.56350238	2.407494	10	1e-09	10000000		
product catalytic rate constant		R_3OAS60	1/s	0.67189085	2.6359851	10	1e-09	10000000		
product catalytic rate constant		R_3OAS160	1/s	0.67189085	2.6359851	10	1e-09	10000000		
product catalytic rate constant		R_3OAR60	1/s	5.2434324	8.243372	10	1e-09	10000000		R04953
product catalytic rate constant		R_3OAR80	1/s	5.2434324	8.243372	10	1e-09	10000000		R04536
product catalytic rate constant		R_EAR100x	1/s	0.3105872	1.7760852	10	1e-09	10000000		
product catalytic rate constant		R_EAR120x	1/s	0.3105872	1.7760852	10	1e-09	10000000		
product catalytic rate constant		R_EAR160x	1/s	0.15894692	1.2657612	10	1e-09	10000000		
product catalytic rate constant		R_EAR140y	1/s	0.53097472	2.3350771	10	1e-09	10000000		
product catalytic rate constant		R_3OAS121	1/s	0.3460756	1.876475	10	1e-09	10000000		
product catalytic rate constant		R_3OAS80	1/s	0.67189085	2.6359851	10	1e-09	10000000		
product catalytic rate constant		R_3OAS100	1/s	0.67189085	2.6359851	10	1e-09	10000000		
product catalytic rate constant		R_3OAS120	1/s	0.67189085	2.6359851	10	1e-09	10000000		
product catalytic rate constant		R_3OAR40	1/s	5.2434324	8.243372	10	1e-09	10000000		
product catalytic rate constant		R_3OAR100	1/s	5.2433523	8.243293	10	1e-09	10000000		R04534
product catalytic rate constant		R_3HAD60	1/s	0.72668185	2.7451133	10	1e-09	10000000		R04954
product catalytic rate constant		R_3HAD100	1/s	0.56350238	2.407494	10	1e-09	10000000		R04535
product catalytic rate constant		R_3HAD140	1/s	0.72668185	2.7451133	10	1e-09	10000000		R04568
product catalytic rate constant		R_3HAD160	1/s	0.72668185	2.7451133	10	1e-09	10000000		R04544
product catalytic rate constant		R_EAR40x	1/s	1.0151613	3.2680206	10	1e-09	10000000		
product catalytic rate constant		R_EAR60y	1/s	0.53097472	2.3350771	10	1e-09	10000000		
product catalytic rate constant		R_EAR60x	1/s	1.0151613	3.2680206	10	1e-09	10000000		
product catalytic rate constant		R_EAR80x	1/s	1.0151613	3.2680206	10	1e-09	10000000		
product catalytic rate constant		R_3OAR180	1/s	0.80980028	2.9038813	10	1e-09	10000000		
product catalytic rate constant		R_3OAS180	1/s	0.67189085	2.6359851	10	1e-09	10000000		
product catalytic rate constant		R_3HAD180	1/s	0.56350238	2.407494	10	1e-09	10000000		R07764
product catalytic rate constant		R_NADH16pp	1/s	106.26685	106.73225	10	1e-09	10000000		
product catalytic rate constant		R_FA160ACPHi	1/s	54.781639	55.65879	10	1e-09	10000000		
product catalytic rate constant		R_FA120ACPHi	1/s	54.781639	55.65879	10	1e-09	10000000		
product catalytic rate constant		R_FA80ACPHi	1/s	54.781639	55.65879	10	1e-09	10000000		
product catalytic rate constant		R_FA140ACPHi	1/s	54.781639	55.65879	10	1e-09	10000000		
product catalytic rate constant		R_FA100ACPHi	1/s	54.781639	55.65879	10	1e-09	10000000		
product catalytic rate constant		R_ETOHtrpp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_ACPPAT161	1/s	0.42655628	2.0874645	10	1e-09	10000000		
product catalytic rate constant		R_ACPPAT180	1/s	0.56488575	2.4105307	10	1e-09	10000000		
product catalytic rate constant		R_RNTR1c2	1/s	0.48040282	2.2182893	10	1e-09	10000000		
product catalytic rate constant		R_RNTR2c2	1/s	0.4983698	2.2604051	10	1e-09	10000000		
product catalytic rate constant		R_FLDR2	1/s	6.0608157	9.0386238	10	1e-09	10000000		
product catalytic rate constant		R_VPAMTr	1/s	1.7777159	4.4076506	10	1e-09	10000000		R01215
product catalytic rate constant		R_ACPPAT181	1/s	0.38861466	1.9905755	10	1e-09	10000000		
product catalytic rate constant		R_APH161	1/s	0.93249709	3.1256802	10	1e-09	10000000		
product catalytic rate constant		R_APH180	1/s	0.93249709	3.1256802	10	1e-09	10000000		
product catalytic rate constant		R_APH181	1/s	0.93249709	3.1256802	10	1e-09	10000000		
product catalytic rate constant		R_PIt2rpp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_PItpp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_SUCCt1pp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_RBIO	1/s	NaN	NaN	NaN	1e-09	10000000		
standard Gibbs free energy of reaction		R_NDPK5	kJ/mol	1.77	1.77	2.41	-500	500		R01857
standard Gibbs free energy of reaction		R_SHK3Dr	kJ/mol	10.594027	10.594027	1.31	-500	500		R02413
standard Gibbs free energy of reaction		R_NDPK6	kJ/mol	-1.55	-1.55	1.28	-500	500		R02331
standard Gibbs free energy of reaction		R_NDPK8	kJ/mol	2.39	2.39	1.47	-500	500		R01137
standard Gibbs free energy of reaction		R_DHORTS	kJ/mol	-24.414027	-24.414027	1.69	-500	500		R01993
standard Gibbs free energy of reaction		R_OMPDC	kJ/mol	-22.7	-22.7	8.61	-500	500		R00965
standard Gibbs free energy of reaction		R_G5SD	kJ/mol	-7.62	-7.62	1.62	-500	500		R03313
standard Gibbs free energy of reaction		R_CS	kJ/mol	-55.884027	-55.884027	0.44	-500	500		R00351
standard Gibbs free energy of reaction		R_ICDHyr	kJ/mol	-11.714027	-11.714027	3.19	-500	500		R00267
standard Gibbs free energy of reaction		R_ACALD	kJ/mol	-20.68	-20.68	1.2	-500	500		R00228
standard Gibbs free energy of reaction		R_PPA	kJ/mol	-50.708055	-50.708055	0.19	-500	500		R00004
standard Gibbs free energy of reaction		R_PPCK	kJ/mol	-6.4940274	-6.4940274	3.12	-500	500		R00341
standard Gibbs free energy of reaction		R_ME1	kJ/mol	-5.0240274	-5.0240274	3.12	-500	500		R00214
standard Gibbs free energy of reaction		R_ALATA_L	kJ/mol	0.16	0.16	0.53	-500	500		R00258
standard Gibbs free energy of reaction		R_XYLK	kJ/mol	-41.914027	-41.914027	2.03	-500	500		R01639
standard Gibbs free energy of reaction		R_RBK	kJ/mol	-46.444027	-46.444027	2.04	-500	500		
standard Gibbs free energy of reaction		R_GLYK	kJ/mol	-33.774027	-33.774027	2.08	-500	500		R00847
standard Gibbs free energy of reaction		R_ASPTA	kJ/mol	2.84	2.84	0.54	-500	500		R00355
standard Gibbs free energy of reaction		R_FBP	kJ/mol	-28.954027	-28.954027	0.69	-500	500		
standard Gibbs free energy of reaction		R_EX_pi_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_PYK	kJ/mol	-7.9059726	-7.9059726	0.42	-500	500		R00200
standard Gibbs free energy of reaction		R_EX_co2_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_GTHOr	kJ/mol	-12.6	-12.6	0.78	-500	500		R00115
standard Gibbs free energy of reaction		R_ILETA	kJ/mol	-5.93	-5.93	3.52	-500	500		R02199
standard Gibbs free energy of reaction		R_DHORD5	kJ/mol	-17.25	-17.25	5.02	-500	500		
standard Gibbs free energy of reaction		R_VALTA	kJ/mol	1.72	1.72	3.47	-500	500		R01214
standard Gibbs free energy of reaction		R_IPPMIb	kJ/mol	-0.39	-0.39	1.91	-500	500		R03968
standard Gibbs free energy of reaction		R_ORPT	kJ/mol	-3.72	-3.72	1.31	-500	500		R01870
standard Gibbs free energy of reaction		R_ACHBS	kJ/mol	-1.1759726	-1.1759726	4.91	-500	500		R08648
standard Gibbs free energy of reaction		R_DHAD2	kJ/mol	-36.93	-36.93	1.4	-500	500		R05070
standard Gibbs free energy of reaction		R_ACLS	kJ/mol	-9.8959726	-9.8959726	3.73	-500	500		R00226
standard Gibbs free energy of reaction		R_TRPS2	kJ/mol	-33.545973	-33.545973	1.12	-500	500		R00674
standard Gibbs free energy of reaction		R_PSCVT	kJ/mol	-16.48	-16.48	2.3	-500	500		R03460
standard Gibbs free energy of reaction		R_PFL	kJ/mol	-19.81	-19.81	1.49	-500	500		R00212
standard Gibbs free energy of reaction		R_ANS	kJ/mol	-143.32805	-143.32805	7.58	-500	500		R00986
standard Gibbs free energy of reaction		R_FRD2	kJ/mol	-34.29	-34.29	5.26	-500	500		
standard Gibbs free energy of reaction		R_ANPRT	kJ/mol	-62.81	-62.81	3.62	-500	500		R01073
standard Gibbs free energy of reaction		R_CHORM	kJ/mol	-48.67	-48.67	4.64	-500	500		R01715
standard Gibbs free energy of reaction		R_PTAr	kJ/mol	8.67	8.67	0.61	-500	500		R00230
standard Gibbs free energy of reaction		R_CHORS	kJ/mol	-62.684027	-62.684027	3.83	-500	500		R01714
standard Gibbs free energy of reaction		R_IGPS	kJ/mol	-72.43	-72.43	6.01	-500	500		R03508
standard Gibbs free energy of reaction		R_ACKr	kJ/mol	13.99	13.99	0.55	-500	500		R00315
standard Gibbs free energy of reaction		R_LEUTAi	kJ/mol	-0.32	-0.32	1.58	-500	500		R01090
standard Gibbs free energy of reaction		R_EX_glcn_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_EX_h_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_EX_gln__L_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_EX_glyc_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_EX_ac_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_EX_akg_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_EX_pyr_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_EX_succ_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_EX_rib__D_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_EX_fum_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_EX_glu__L_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_ENO	kJ/mol	-3.81	-3.81	0.3	-500	500		R00658
standard Gibbs free energy of reaction		R_FBA	kJ/mol	6.0359726	6.0359726	0.53	-500	500		R01068
standard Gibbs free energy of reaction		R_HCO3E	kJ/mol	-25.174027	-25.174027	3.1	-500	500		R10092
standard Gibbs free energy of reaction		R_IMPC	kJ/mol	19.59	19.59	5.44	-500	500		R01127
standard Gibbs free energy of reaction		R_IMPD	kJ/mol	-0.64402744	-0.64402744	3.98	-500	500		R01130
standard Gibbs free energy of reaction		R_PPS	kJ/mol	-56.322082	-56.322082	0.5	-500	500		R00199
standard Gibbs free energy of reaction		R_PGI	kJ/mol	2.64	2.64	0.38	-500	500		
standard Gibbs free energy of reaction		R_PGK	kJ/mol	19.55	19.55	0.44	-500	500		R01512
standard Gibbs free energy of reaction		R_PGL	kJ/mol	-42.504027	-42.504027	1.66	-500	500		R02035
standard Gibbs free energy of reaction		R_RPE	kJ/mol	-3.39	-3.39	1.15	-500	500		R01529
standard Gibbs free energy of reaction		R_DHQTi	kJ/mol	-5.29	-5.29	2.07	-500	500		R03084
standard Gibbs free energy of reaction		R_IPMD	kJ/mol	-1.4940274	-1.4940274	0.99	-500	500		R04426
standard Gibbs free energy of reaction		R_AIRC3	kJ/mol	-30.73	-30.73	6.03	-500	500		R07405
standard Gibbs free energy of reaction		R_TALA	kJ/mol	-0.94	-0.94	1.41	-500	500		R01827
standard Gibbs free energy of reaction		R_ADSL2r	kJ/mol	6.7559726	6.7559726	2.93	-500	500		R04559
standard Gibbs free energy of reaction		R_TKT1	kJ/mol	-1.5	-1.5	2.37	-500	500		
standard Gibbs free energy of reaction		R_RNDR1	kJ/mol	-42.71	-42.71	3.74	-500	500		R02017
standard Gibbs free energy of reaction		R_ALCD2x	kJ/mol	0.93597256	0.93597256	0.32	-500	500		R00754
standard Gibbs free energy of reaction		R_RNDR3	kJ/mol	-39.65	-39.65	2.94	-500	500		R02024
standard Gibbs free energy of reaction		R_RNDR4	kJ/mol	-41.7	-41.7	2.41	-500	500		R02018
standard Gibbs free energy of reaction		R_TMDS	kJ/mol	-45.28	-45.28	2.94	-500	500		R02101
standard Gibbs free energy of reaction		R_EX_glc__D_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_DHAD1	kJ/mol	-36.93	-36.93	1.4	-500	500		R04441
standard Gibbs free energy of reaction		R_IPPMIa	kJ/mol	-3.7	-3.7	1.9	-500	500		R04001
standard Gibbs free energy of reaction		R_MDH	kJ/mol	9.3759726	9.3759726	0.3	-500	500		R00342
standard Gibbs free energy of reaction		R_FUM	kJ/mol	-3.42	-3.42	0.28	-500	500		R01082
standard Gibbs free energy of reaction		R_EX_fru_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_EX_xyl__D_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_KARA1	kJ/mol	-1.5040274	-1.5040274	1.01	-500	500		R04439
standard Gibbs free energy of reaction		R_KARA2	kJ/mol	1.5040274	1.5040274	1.01	-500	500		
standard Gibbs free energy of reaction		R_EX_for_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_ACCOAC	kJ/mol	NaN	NaN	NaN	-500	500		R00742
standard Gibbs free energy of reaction		R_KAS14	kJ/mol	NaN	NaN	NaN	-500	500		R04355
standard Gibbs free energy of reaction		R_ARGSS	kJ/mol	-0.24402744	-0.24402744	4.51	-500	500		R01954
standard Gibbs free energy of reaction		R_AGPR	kJ/mol	4.48	4.48	1.62	-500	500		R03443
standard Gibbs free energy of reaction		R_ICL	kJ/mol	-7.5840274	-7.5840274	1.35	-500	500		R00479
standard Gibbs free energy of reaction		R_EX_acald_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_GLYCL	kJ/mol	1.4659726	1.4659726	4.07	-500	500		R01221
standard Gibbs free energy of reaction		R_XYLI1	kJ/mol	3.67	3.67	0.58	-500	500		R01432
standard Gibbs free energy of reaction		R_PPC	kJ/mol	-57.394027	-57.394027	3.11	-500	500		R00345
standard Gibbs free energy of reaction		R_G3PT	kJ/mol	-30.114027	-30.114027	2.08	-500	500		R00841
standard Gibbs free energy of reaction		R_SADT2	kJ/mol	2.4159726	2.4159726	1.79	-500	500		
standard Gibbs free energy of reaction		R_AACPS1	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_GHMT2r	kJ/mol	-10.11	-10.11	2.51	-500	500		R00945
standard Gibbs free energy of reaction		R_DHORD2	kJ/mol	-125.15	-125.15	6.33	-500	500		
standard Gibbs free energy of reaction		R_SDPDS	kJ/mol	-9.1040274	-9.1040274	3.74	-500	500		R02734
standard Gibbs free energy of reaction		R_EX_lac__D_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_UMPK	kJ/mol	-0.59	-0.59	3.19	-500	500		R00158
standard Gibbs free energy of reaction		R_CTPS2	kJ/mol	-72.332082	-72.332082	2.63	-500	500		R00573
standard Gibbs free energy of reaction		R_NDPK7	kJ/mol	4.06	4.06	2.41	-500	500		R02326
standard Gibbs free energy of reaction		R_TRPS3	kJ/mol	2.0559726	2.0559726	2.93	-500	500		R02340
standard Gibbs free energy of reaction		R_ADK1	kJ/mol	0.33	0.33	0.16	-500	500		R00127
standard Gibbs free energy of reaction		R_NDPK2	kJ/mol	-0.42	-0.42	1.26	-500	500		R00156
standard Gibbs free energy of reaction		R_NDPK4	kJ/mol	0.11	0.11	2.62	-500	500		R02093
standard Gibbs free energy of reaction		R_ACODA	kJ/mol	-24.264027	-24.264027	3.5	-500	500		R00669
standard Gibbs free energy of reaction		R_ADSS	kJ/mol	-34.818055	-34.818055	2.13	-500	500		R01135
standard Gibbs free energy of reaction		R_ASNS2	kJ/mol	-42.794027	-42.794027	3.56	-500	500		R00483
standard Gibbs free energy of reaction		R_ASPCT	kJ/mol	-39.594027	-39.594027	2.93	-500	500		R01397
standard Gibbs free energy of reaction		R_MCOATA	kJ/mol	NaN	NaN	NaN	-500	500		R01626
standard Gibbs free energy of reaction		R_DAPE	kJ/mol	-1.65	-1.65	2.93	-500	500		R02735
standard Gibbs free energy of reaction		R_DHDPRy	kJ/mol	-3.9759726	-3.9759726	3.94	-500	500		
standard Gibbs free energy of reaction		R_HSK	kJ/mol	-56.534027	-56.534027	4.49	-500	500		R01771
standard Gibbs free energy of reaction		R_SDPTA	kJ/mol	-0.92	-0.92	2.93	-500	500		R04475
standard Gibbs free energy of reaction		R_THRS	kJ/mol	-46.494027	-46.494027	2.81	-500	500		R01466
standard Gibbs free energy of reaction		R_HSST	kJ/mol	-29.94	-29.94	5.45	-500	500		R01777
standard Gibbs free energy of reaction		R_PPNDH	kJ/mol	-64.73	-64.73	11.32	-500	500		R01373
standard Gibbs free energy of reaction		R_DTMPK	kJ/mol	-1.66	-1.66	2.93	-500	500		R02094
standard Gibbs free energy of reaction		R_NDPK1	kJ/mol	-2.67	-2.67	1.33	-500	500		R00330
standard Gibbs free energy of reaction		R_TRDR	kJ/mol	9.3840274	9.3840274	1.47	-500	500		R02016
standard Gibbs free energy of reaction		R_DDPA	kJ/mol	-74.35	-74.35	2.35	-500	500		R01826
