!!SBtab TableID='ParameterData' TableType='Quantity'										
!QuantityType	!Compound	!Reaction	!Unit	!Median	!Mean	!Std	!Lower	!Upper	!Compound:Identifiers:kegg.compound	!Reaction:Identifiers:kegg.reaction
product catalytic rate constant		R_NTP5	1/s	5.8882263	8.8722456	10	1e-09	10000000		
product catalytic rate constant		R_FORt2pp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_EX_etoh_e	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_GLNS	1/s	12.070334	14.622873	10	1e-09	10000000		
product catalytic rate constant		R_ACGS	1/s	24.184983	25.922179	10	1e-09	10000000		
product catalytic rate constant		R_SUCOAS	1/s	1.6254557	4.1987146	10	1e-09	10000000		
product catalytic rate constant		R_PRAIS	1/s	12.026966	14.58303	10	1e-09	10000000		
product catalytic rate constant		R_AACPS8	1/s	0.39392878	2.0044056	10	1e-09	10000000		
product catalytic rate constant		R_AACPS9	1/s	4.8163501e-06	0.0069399937	10	1e-09	10000000		
product catalytic rate constant		R_AACPS6	1/s	0.39392878	2.0044056	10	1e-09	10000000		
product catalytic rate constant		R_AACPS7	1/s	0.08075061	0.90042935	10	1e-09	10000000		
product catalytic rate constant		R_HISTP	1/s	1.0543078	3.3336915	10	1e-09	10000000		
product catalytic rate constant		R_LDH_D	1/s	2.7377898	5.6018718	10	1e-09	10000000		
product catalytic rate constant		R_KAS15	1/s	12.463538	14.984178	10	1e-09	10000000		
product catalytic rate constant		R_T2DECAI	1/s	0.4106787	2.0474328	10	1e-09	10000000		
product catalytic rate constant		R_3OAS161	1/s	0.3460756	1.876475	10	1e-09	10000000		
product catalytic rate constant		R_DHQS	1/s	36.877332	38.124802	10	1e-09	10000000		
product catalytic rate constant		R_EAR161x	1/s	0.22014133	1.4919041	10	1e-09	10000000		
product catalytic rate constant		R_PGCD	1/s	36.197011	37.464286	10	1e-09	10000000		
product catalytic rate constant		R_MALtex	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_3OAS141	1/s	0.3460756	1.876475	10	1e-09	10000000		
product catalytic rate constant		R_3OAR121	1/s	1.325444	3.7632322	10	1e-09	10000000		
product catalytic rate constant		R_ADSL1r	1/s	1.510932	4.036562	10	1e-09	10000000		
product catalytic rate constant		R_AICART	1/s	9.0938218	11.884703	10	1e-09	10000000		
product catalytic rate constant		R_D_LACt2pp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_RIBtex	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_FRUpts2pp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_FORtex	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_PFK	1/s	81.972918	82.57187	10	1e-09	10000000		
product catalytic rate constant		R_PGM	1/s	64.816555	65.566093	10	1e-09	10000000		
product catalytic rate constant		R_CYTBO3_4pp	1/s	231.65076	231.8661	10	1e-09	10000000		
product catalytic rate constant		R_EAR141x	1/s	0.22014133	1.4919041	10	1e-09	10000000		
product catalytic rate constant		R_EAR181x	1/s	0.025712624	0.50740223	10	1e-09	10000000		
product catalytic rate constant		R_TPI	1/s	193.64923	193.90657	10	1e-09	10000000		
product catalytic rate constant		R_RPI	1/s	1.1234164	3.447159	10	1e-09	10000000		
product catalytic rate constant		R_3OAR120	1/s	1.8316769	4.4800608	10	1e-09	10000000		
product catalytic rate constant		R_3HAD80	1/s	0.56350238	2.407494	10	1e-09	10000000		
product catalytic rate constant		R_3HAD120	1/s	0.56350238	2.407494	10	1e-09	10000000		
product catalytic rate constant		R_EAR180x	1/s	0.51156369	2.290886	10	1e-09	10000000		
product catalytic rate constant		R_AKGtex	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_SO4t2pp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_EAR180y	1/s	0.42655242	2.0874548	10	1e-09	10000000		
product catalytic rate constant		R_ACONTb	1/s	45.728053	46.761968	10	1e-09	10000000		
product catalytic rate constant		R_3HAD161	1/s	0.56350238	2.407494	10	1e-09	10000000		
product catalytic rate constant		R_SUCDi	1/s	91.073025	91.613964	10	1e-09	10000000		
product catalytic rate constant		R_ASNS1	1/s	1.2456156	3.6408886	10	1e-09	10000000		
product catalytic rate constant		R_EAR80y	1/s	0.53097472	2.3350771	10	1e-09	10000000		
product catalytic rate constant		R_EAR120y	1/s	0.53097472	2.3350771	10	1e-09	10000000		
product catalytic rate constant		R_3OAR181	1/s	0.16248627	1.2798895	10	1e-09	10000000		
product catalytic rate constant		R_3HAD121	1/s	0.56350238	2.407494	10	1e-09	10000000		
product catalytic rate constant		R_EX_o2_e	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_EAR140x	1/s	0.18082785	1.3508152	10	1e-09	10000000		
product catalytic rate constant		R_3OAS181	1/s	0.17181036	1.3164066	10	1e-09	10000000		
product catalytic rate constant		R_3OAS140	1/s	0.22810853	1.5189636	10	1e-09	10000000		
product catalytic rate constant		R_3OAR140	1/s	1.6735727	4.2655176	10	1e-09	10000000		
product catalytic rate constant		R_EAR160y	1/s	0.42655242	2.0874548	10	1e-09	10000000		
product catalytic rate constant		R_3OAR160	1/s	0.97110205	3.1928014	10	1e-09	10000000		
product catalytic rate constant		R_3HAD181	1/s	0.56350238	2.407494	10	1e-09	10000000		
product catalytic rate constant		R_EAR100y	1/s	0.53097472	2.3350771	10	1e-09	10000000		
product catalytic rate constant		R_3OAR141	1/s	1.325444	3.7632322	10	1e-09	10000000		
product catalytic rate constant		R_3OAR161	1/s	1.325444	3.7632322	10	1e-09	10000000		
product catalytic rate constant		R_3HAD141	1/s	0.56350238	2.407494	10	1e-09	10000000		
product catalytic rate constant		R_EAR121x	1/s	0.22014133	1.4919041	10	1e-09	10000000		
product catalytic rate constant		R_ACONTa	1/s	63.581699	64.344962	10	1e-09	10000000		
product catalytic rate constant		R_3HAD40	1/s	0.56350238	2.407494	10	1e-09	10000000		
product catalytic rate constant		R_3OAS60	1/s	0.67189085	2.6359851	10	1e-09	10000000		
product catalytic rate constant		R_3OAS160	1/s	0.67189085	2.6359851	10	1e-09	10000000		
product catalytic rate constant		R_3OAR60	1/s	5.2434324	8.243372	10	1e-09	10000000		
product catalytic rate constant		R_3OAR80	1/s	5.2434324	8.243372	10	1e-09	10000000		
product catalytic rate constant		R_EAR100x	1/s	0.3105872	1.7760852	10	1e-09	10000000		
product catalytic rate constant		R_EAR120x	1/s	0.3105872	1.7760852	10	1e-09	10000000		
product catalytic rate constant		R_EAR160x	1/s	0.15894692	1.2657612	10	1e-09	10000000		
product catalytic rate constant		R_EAR140y	1/s	0.53097472	2.3350771	10	1e-09	10000000		
product catalytic rate constant		R_3OAS121	1/s	0.3460756	1.876475	10	1e-09	10000000		
product catalytic rate constant		R_3OAS80	1/s	0.67189085	2.6359851	10	1e-09	10000000		
product catalytic rate constant		R_3OAS100	1/s	0.67189085	2.6359851	10	1e-09	10000000		
product catalytic rate constant		R_3OAS120	1/s	0.67189085	2.6359851	10	1e-09	10000000		
product catalytic rate constant		R_3OAR40	1/s	5.2434324	8.243372	10	1e-09	10000000		
product catalytic rate constant		R_3OAR100	1/s	5.2433523	8.243293	10	1e-09	10000000		
product catalytic rate constant		R_3HAD60	1/s	0.72668185	2.7451133	10	1e-09	10000000		
product catalytic rate constant		R_3HAD100	1/s	0.56350238	2.407494	10	1e-09	10000000		
product catalytic rate constant		R_3HAD140	1/s	0.72668185	2.7451133	10	1e-09	10000000		
product catalytic rate constant		R_3HAD160	1/s	0.72668185	2.7451133	10	1e-09	10000000		
product catalytic rate constant		R_EAR40x	1/s	1.0151613	3.2680206	10	1e-09	10000000		
product catalytic rate constant		R_EAR60y	1/s	0.53097472	2.3350771	10	1e-09	10000000		
product catalytic rate constant		R_EAR60x	1/s	1.0151613	3.2680206	10	1e-09	10000000		
product catalytic rate constant		R_EAR80x	1/s	1.0151613	3.2680206	10	1e-09	10000000		
product catalytic rate constant		R_3OAR180	1/s	0.80980028	2.9038813	10	1e-09	10000000		
product catalytic rate constant		R_3OAS180	1/s	0.67189085	2.6359851	10	1e-09	10000000		
product catalytic rate constant		R_3HAD180	1/s	0.56350238	2.407494	10	1e-09	10000000		
product catalytic rate constant		R_NADH16pp	1/s	106.26685	106.73225	10	1e-09	10000000		
product catalytic rate constant		R_FA160ACPHi	1/s	54.781639	55.65879	10	1e-09	10000000		
product catalytic rate constant		R_FA120ACPHi	1/s	54.781639	55.65879	10	1e-09	10000000		
product catalytic rate constant		R_FA80ACPHi	1/s	54.781639	55.65879	10	1e-09	10000000		
product catalytic rate constant		R_FA140ACPHi	1/s	54.781639	55.65879	10	1e-09	10000000		
product catalytic rate constant		R_FA100ACPHi	1/s	54.781639	55.65879	10	1e-09	10000000		
product catalytic rate constant		R_ETOHtrpp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_ACPPAT161	1/s	0.42655628	2.0874645	10	1e-09	10000000		
product catalytic rate constant		R_ACPPAT180	1/s	0.56488575	2.4105307	10	1e-09	10000000		
product catalytic rate constant		R_RNTR1c2	1/s	0.48040282	2.2182893	10	1e-09	10000000		
product catalytic rate constant		R_RNTR2c2	1/s	0.4983698	2.2604051	10	1e-09	10000000		
product catalytic rate constant		R_FLDR2	1/s	6.0608157	9.0386238	10	1e-09	10000000		
product catalytic rate constant		R_VPAMTr	1/s	1.7777159	4.4076506	10	1e-09	10000000		
product catalytic rate constant		R_ACPPAT181	1/s	0.38861466	1.9905755	10	1e-09	10000000		
product catalytic rate constant		R_APH161	1/s	0.93249709	3.1256802	10	1e-09	10000000		
product catalytic rate constant		R_APH180	1/s	0.93249709	3.1256802	10	1e-09	10000000		
product catalytic rate constant		R_APH181	1/s	0.93249709	3.1256802	10	1e-09	10000000		
product catalytic rate constant		R_PIt2rpp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_PItpp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_SUCCt1pp	1/s	NaN	NaN	NaN	1e-09	10000000		
product catalytic rate constant		R_RBIO	1/s	NaN	NaN	NaN	1e-09	10000000		
standard Gibbs free energy of reaction		R_NDPK5	kJ/mol	1.77	1.77	2.41	-500	500		
standard Gibbs free energy of reaction		R_SHK3Dr	kJ/mol	10.594027	10.594027	1.31	-500	500		
standard Gibbs free energy of reaction		R_NDPK6	kJ/mol	-1.55	-1.55	1.28	-500	500		
standard Gibbs free energy of reaction		R_NDPK8	kJ/mol	2.39	2.39	1.47	-500	500		
standard Gibbs free energy of reaction		R_DHORTS	kJ/mol	-7.29	-7.29	1.69	-500	500		
standard Gibbs free energy of reaction		R_OMPDC	kJ/mol	-22.7	-22.7	8.61	-500	500		
standard Gibbs free energy of reaction		R_G5SD	kJ/mol	-7.62	-7.62	1.62	-500	500		
standard Gibbs free energy of reaction		R_CS	kJ/mol	-38.76	-38.76	0.44	-500	500		
standard Gibbs free energy of reaction		R_ICDHyr	kJ/mol	-11.714027	-11.714027	3.19	-500	500		
standard Gibbs free energy of reaction		R_ACALD	kJ/mol	-20.68	-20.68	1.2	-500	500		
standard Gibbs free energy of reaction		R_PPA	kJ/mol	-33.584027	-33.584027	0.19	-500	500		
standard Gibbs free energy of reaction		R_PPCK	kJ/mol	-6.4940274	-6.4940274	3.12	-500	500		
standard Gibbs free energy of reaction		R_ME1	kJ/mol	-5.0240274	-5.0240274	3.12	-500	500		
standard Gibbs free energy of reaction		R_ALATA_L	kJ/mol	0.16	0.16	0.53	-500	500		
standard Gibbs free energy of reaction		R_XYLK	kJ/mol	-41.914027	-41.914027	2.03	-500	500		
standard Gibbs free energy of reaction		R_RBK	kJ/mol	-46.444027	-46.444027	2.04	-500	500		
standard Gibbs free energy of reaction		R_GLYK	kJ/mol	-33.774027	-33.774027	2.08	-500	500		
standard Gibbs free energy of reaction		R_ASPTA	kJ/mol	2.84	2.84	0.54	-500	500		
standard Gibbs free energy of reaction		R_FBP	kJ/mol	-11.83	-11.83	0.69	-500	500		
standard Gibbs free energy of reaction		R_EX_pi_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_PYK	kJ/mol	-7.9059726	-7.9059726	0.42	-500	500		
standard Gibbs free energy of reaction		R_EX_co2_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_GTHOr	kJ/mol	-12.6	-12.6	0.78	-500	500		
standard Gibbs free energy of reaction		R_ILETA	kJ/mol	-5.93	-5.93	3.52	-500	500		
standard Gibbs free energy of reaction		R_DHORD5	kJ/mol	-17.25	-17.25	5.02	-500	500		
standard Gibbs free energy of reaction		R_VALTA	kJ/mol	1.72	1.72	3.47	-500	500		
standard Gibbs free energy of reaction		R_IPPMIb	kJ/mol	16.734027	16.734027	1.91	-500	500		
standard Gibbs free energy of reaction		R_ORPT	kJ/mol	-3.72	-3.72	1.31	-500	500		
standard Gibbs free energy of reaction		R_ACHBS	kJ/mol	-1.1759726	-1.1759726	4.91	-500	500		
standard Gibbs free energy of reaction		R_DHAD2	kJ/mol	-54.054027	-54.054027	1.4	-500	500		
standard Gibbs free energy of reaction		R_ACLS	kJ/mol	-9.8959726	-9.8959726	3.73	-500	500		
standard Gibbs free energy of reaction		R_TRPS2	kJ/mol	-50.67	-50.67	1.12	-500	500		
standard Gibbs free energy of reaction		R_PSCVT	kJ/mol	-16.48	-16.48	2.3	-500	500		
standard Gibbs free energy of reaction		R_PFL	kJ/mol	-19.81	-19.81	1.49	-500	500		
standard Gibbs free energy of reaction		R_ANS	kJ/mol	-143.32805	-143.32805	7.58	-500	500		
standard Gibbs free energy of reaction		R_FRD2	kJ/mol	-34.29	-34.29	5.26	-500	500		
standard Gibbs free energy of reaction		R_ANPRT	kJ/mol	-62.81	-62.81	3.62	-500	500		
standard Gibbs free energy of reaction		R_CHORM	kJ/mol	-48.67	-48.67	4.64	-500	500		
standard Gibbs free energy of reaction		R_PTAr	kJ/mol	8.67	8.67	0.61	-500	500		
standard Gibbs free energy of reaction		R_CHORS	kJ/mol	-62.684027	-62.684027	3.83	-500	500		
standard Gibbs free energy of reaction		R_IGPS	kJ/mol	-89.554027	-89.554027	6.01	-500	500		
standard Gibbs free energy of reaction		R_ACKr	kJ/mol	13.99	13.99	0.55	-500	500		
standard Gibbs free energy of reaction		R_LEUTAi	kJ/mol	-0.32	-0.32	1.58	-500	500		
standard Gibbs free energy of reaction		R_EX_glcn_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_EX_h_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_EX_gln__L_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_EX_glyc_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_EX_ac_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_EX_akg_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_EX_pyr_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_EX_succ_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_EX_rib__D_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_EX_fum_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_EX_glu__L_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_ENO	kJ/mol	-20.934027	-20.934027	0.3	-500	500		
standard Gibbs free energy of reaction		R_FBA	kJ/mol	6.0359726	6.0359726	0.53	-500	500		
standard Gibbs free energy of reaction		R_HCO3E	kJ/mol	-8.05	-8.05	3.1	-500	500		
standard Gibbs free energy of reaction		R_IMPC	kJ/mol	36.714027	36.714027	5.44	-500	500		
standard Gibbs free energy of reaction		R_IMPD	kJ/mol	16.48	16.48	3.98	-500	500		
standard Gibbs free energy of reaction		R_PPS	kJ/mol	-39.198055	-39.198055	0.5	-500	500		
standard Gibbs free energy of reaction		R_PGI	kJ/mol	2.64	2.64	0.38	-500	500		
standard Gibbs free energy of reaction		R_PGK	kJ/mol	19.55	19.55	0.44	-500	500		
standard Gibbs free energy of reaction		R_PGL	kJ/mol	-25.38	-25.38	1.66	-500	500		
standard Gibbs free energy of reaction		R_RPE	kJ/mol	-3.39	-3.39	1.15	-500	500		
standard Gibbs free energy of reaction		R_DHQTi	kJ/mol	-22.414027	-22.414027	2.07	-500	500		
standard Gibbs free energy of reaction		R_IPMD	kJ/mol	-1.4940274	-1.4940274	0.99	-500	500		
standard Gibbs free energy of reaction		R_AIRC3	kJ/mol	-30.73	-30.73	6.03	-500	500		
standard Gibbs free energy of reaction		R_TALA	kJ/mol	-0.94	-0.94	1.41	-500	500		
standard Gibbs free energy of reaction		R_ADSL2r	kJ/mol	6.7559726	6.7559726	2.93	-500	500		
standard Gibbs free energy of reaction		R_TKT1	kJ/mol	-1.5	-1.5	2.37	-500	500		
standard Gibbs free energy of reaction		R_RNDR1	kJ/mol	-59.834027	-59.834027	3.74	-500	500		
standard Gibbs free energy of reaction		R_ALCD2x	kJ/mol	0.93597256	0.93597256	0.32	-500	500		
standard Gibbs free energy of reaction		R_RNDR3	kJ/mol	-56.774027	-56.774027	2.94	-500	500		
standard Gibbs free energy of reaction		R_RNDR4	kJ/mol	-58.824027	-58.824027	2.41	-500	500		
standard Gibbs free energy of reaction		R_TMDS	kJ/mol	-45.28	-45.28	2.94	-500	500		
standard Gibbs free energy of reaction		R_EX_glc__D_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_DHAD1	kJ/mol	-54.054027	-54.054027	1.4	-500	500		
standard Gibbs free energy of reaction		R_IPPMIa	kJ/mol	-20.824027	-20.824027	1.9	-500	500		
standard Gibbs free energy of reaction		R_MDH	kJ/mol	9.3759726	9.3759726	0.3	-500	500		
standard Gibbs free energy of reaction		R_FUM	kJ/mol	13.704027	13.704027	0.28	-500	500		
standard Gibbs free energy of reaction		R_EX_fru_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_EX_xyl__D_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_KARA1	kJ/mol	-1.5040274	-1.5040274	1.01	-500	500		
standard Gibbs free energy of reaction		R_KARA2	kJ/mol	1.5040274	1.5040274	1.01	-500	500		
standard Gibbs free energy of reaction		R_EX_for_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_ACCOAC	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_KAS14	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_ARGSS	kJ/mol	-0.24402744	-0.24402744	4.51	-500	500		
standard Gibbs free energy of reaction		R_AGPR	kJ/mol	4.48	4.48	1.62	-500	500		
standard Gibbs free energy of reaction		R_ICL	kJ/mol	-7.5840274	-7.5840274	1.35	-500	500		
standard Gibbs free energy of reaction		R_EX_acald_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_GLYCL	kJ/mol	1.4659726	1.4659726	4.07	-500	500		
standard Gibbs free energy of reaction		R_XYLI1	kJ/mol	3.67	3.67	0.58	-500	500		
standard Gibbs free energy of reaction		R_PPC	kJ/mol	-40.27	-40.27	3.11	-500	500		
standard Gibbs free energy of reaction		R_G3PT	kJ/mol	-12.99	-12.99	2.08	-500	500		
standard Gibbs free energy of reaction		R_SADT2	kJ/mol	19.54	19.54	1.79	-500	500		
standard Gibbs free energy of reaction		R_AACPS1	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_GHMT2r	kJ/mol	-27.234027	-27.234027	2.51	-500	500		
standard Gibbs free energy of reaction		R_DHORD2	kJ/mol	-125.15	-125.15	6.33	-500	500		
standard Gibbs free energy of reaction		R_SDPDS	kJ/mol	8.02	8.02	3.74	-500	500		
standard Gibbs free energy of reaction		R_EX_lac__D_e	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_UMPK	kJ/mol	-0.59	-0.59	3.19	-500	500		
standard Gibbs free energy of reaction		R_CTPS2	kJ/mol	-55.208055	-55.208055	2.63	-500	500		
standard Gibbs free energy of reaction		R_NDPK7	kJ/mol	4.06	4.06	2.41	-500	500		
standard Gibbs free energy of reaction		R_TRPS3	kJ/mol	2.0559726	2.0559726	2.93	-500	500		
standard Gibbs free energy of reaction		R_ADK1	kJ/mol	0.33	0.33	0.16	-500	500		
standard Gibbs free energy of reaction		R_NDPK2	kJ/mol	-0.42	-0.42	1.26	-500	500		
standard Gibbs free energy of reaction		R_NDPK4	kJ/mol	0.11	0.11	2.62	-500	500		
standard Gibbs free energy of reaction		R_ACODA	kJ/mol	-7.14	-7.14	3.5	-500	500		
standard Gibbs free energy of reaction		R_ADSS	kJ/mol	-34.818055	-34.818055	2.13	-500	500		
standard Gibbs free energy of reaction		R_ASNS2	kJ/mol	-42.794027	-42.794027	3.56	-500	500		
standard Gibbs free energy of reaction		R_ASPCT	kJ/mol	-39.594027	-39.594027	2.93	-500	500		
standard Gibbs free energy of reaction		R_MCOATA	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_DAPE	kJ/mol	-1.65	-1.65	2.93	-500	500		
standard Gibbs free energy of reaction		R_DHDPRy	kJ/mol	-3.9759726	-3.9759726	3.94	-500	500		
standard Gibbs free energy of reaction		R_HSK	kJ/mol	-56.534027	-56.534027	4.49	-500	500		
standard Gibbs free energy of reaction		R_SDPTA	kJ/mol	-0.92	-0.92	2.93	-500	500		
standard Gibbs free energy of reaction		R_THRS	kJ/mol	-29.37	-29.37	2.81	-500	500		
standard Gibbs free energy of reaction		R_HSST	kJ/mol	-29.94	-29.94	5.45	-500	500		
standard Gibbs free energy of reaction		R_PPNDH	kJ/mol	-81.854027	-81.854027	11.32	-500	500		
standard Gibbs free energy of reaction		R_DTMPK	kJ/mol	-1.66	-1.66	2.93	-500	500		
standard Gibbs free energy of reaction		R_NDPK1	kJ/mol	-2.67	-2.67	1.33	-500	500		
standard Gibbs free energy of reaction		R_TRDR	kJ/mol	9.3840274	9.3840274	1.47	-500	500		
standard Gibbs free energy of reaction		R_DDPA	kJ/mol	-57.225973	-57.225973	2.35	-500	500		
standard Gibbs free energy of reaction		R_MALS	kJ/mol	-38.65	-38.65	2.08	-500	500		
standard Gibbs free energy of reaction		R_NADTRHD	kJ/mol	0	0	0.34	-500	500		
standard Gibbs free energy of reaction		R_G3PD2	kJ/mol	5.5059726	5.5059726	0.81	-500	500		
standard Gibbs free energy of reaction		R_GMPS2	kJ/mol	-34.248055	-34.248055	67656.96	-500	500		
standard Gibbs free energy of reaction		R_AACPS3	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_P5CR	kJ/mol	19.038055	19.038055	6.03	-500	500		
standard Gibbs free energy of reaction		R_G5SADs	kJ/mol	-70.948055	-70.948055	5	-500	500		
standard Gibbs free energy of reaction		R_AKGDH	kJ/mol	-28.21	-28.21	3.88	-500	500		
standard Gibbs free energy of reaction		R_ATPPRT	kJ/mol	-42.16	-42.16	100000	-500	500		
standard Gibbs free energy of reaction		R_HISTD	kJ/mol	-51.458055	-51.458055	2.24	-500	500		
standard Gibbs free energy of reaction		R_DHDPS	kJ/mol	-162.44805	-162.44805	6.22	-500	500		
standard Gibbs free energy of reaction		R_IGPDH	kJ/mol	-58.454027	-58.454027	1.95	-500	500		
standard Gibbs free energy of reaction		R_PRPPS	kJ/mol	-18.184027	-18.184027	2.02	-500	500		
standard Gibbs free energy of reaction		R_PRATPP	kJ/mol	-59.284027	-59.284027	141421.36	-500	500		
standard Gibbs free energy of reaction		R_GLUN	kJ/mol	-14.35	-14.35	0.86	-500	500		
standard Gibbs free energy of reaction		R_PRMICI	kJ/mol	-9.78	-9.78	1.35	-500	500		
standard Gibbs free energy of reaction		R_GLUPRT	kJ/mol	-64.11	-64.11	2.72	-500	500		
standard Gibbs free energy of reaction		R_SERAT	kJ/mol	-6.4	-6.4	2.93	-500	500		
standard Gibbs free energy of reaction		R_CYSS	kJ/mol	-68.404027	-68.404027	5.24	-500	500		
standard Gibbs free energy of reaction		R_BPNT	kJ/mol	-7.67	-7.67	3.13	-500	500		
standard Gibbs free energy of reaction		R_PAPSR	kJ/mol	-94.162082	-94.162082	6.27	-500	500		
standard Gibbs free energy of reaction		R_ASPK	kJ/mol	21.85	21.85	2.93	-500	500		
standard Gibbs free energy of reaction		R_ASAD	kJ/mol	-24.21	-24.21	1.69	-500	500		
standard Gibbs free energy of reaction		R_DAPDC	kJ/mol	-15.49	-15.49	3.73	-500	500		
standard Gibbs free energy of reaction		R_OCBT	kJ/mol	-47.434027	-47.434027	2.93	-500	500		
standard Gibbs free energy of reaction		R_GARFT	kJ/mol	-15.184027	-15.184027	5.6	-500	500		
standard Gibbs free energy of reaction		R_PHETA1	kJ/mol	-0.08	-0.08	2.07	-500	500		
standard Gibbs free energy of reaction		R_PPND	kJ/mol	-27.904027	-27.904027	11.29	-500	500		
standard Gibbs free energy of reaction		R_PRAMPC	kJ/mol	-25.035973	-25.035973	116582.8	-500	500		
standard Gibbs free energy of reaction		R_GLYCK2	kJ/mol	-28.004027	-28.004027	0.71	-500	500		
standard Gibbs free energy of reaction		R_ACOTA	kJ/mol	-3.22	-3.22	3.37	-500	500		
standard Gibbs free energy of reaction		R_SULR	kJ/mol	-75.451945	-75.451945	4.69	-500	500		
standard Gibbs free energy of reaction		R_PRAGSr	kJ/mol	-44.354027	-44.354027	2.32	-500	500		
standard Gibbs free energy of reaction		R_PRFGS	kJ/mol	-1.9640274	-1.9640274	48207.3	-500	500		
standard Gibbs free energy of reaction		R_PSERT	kJ/mol	-10.9	-10.9	0.38	-500	500		
standard Gibbs free energy of reaction		R_AIRC2	kJ/mol	-73.504027	-73.504027	5.98	-500	500		
standard Gibbs free energy of reaction		R_GAPD	kJ/mol	1.16	1.16	0.41	-500	500		
standard Gibbs free energy of reaction		R_GND	kJ/mol	-6.8140274	-6.8140274	3.18	-500	500		
standard Gibbs free energy of reaction		R_G6PDH2r	kJ/mol	-23.944027	-23.944027	1.32	-500	500		
standard Gibbs free energy of reaction		R_ME2	kJ/mol	-5.0140274	-5.0140274	3.14	-500	500		
standard Gibbs free energy of reaction		R_ARGSL	kJ/mol	-26.754027	-26.754027	4.89	-500	500		
standard Gibbs free energy of reaction		R_CBPS	kJ/mol	-49.288055	-49.288055	2.65	-500	500		
standard Gibbs free energy of reaction		R_GLU5K	kJ/mol	28.86	28.86	2.3	-500	500		
standard Gibbs free energy of reaction		R_IPPS	kJ/mol	-26.48	-26.48	1.35	-500	500		
standard Gibbs free energy of reaction		R_ACOATA	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_ACtex	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_ACALDtex	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_PSP_L	kJ/mol	-10.37	-10.37	0.28	-500	500		
standard Gibbs free energy of reaction		R_ADSK	kJ/mol	-34.534027	-34.534027	5.95	-500	500		
standard Gibbs free energy of reaction		R_SUCCt2_2pp	kJ/mol	NaN	NaN	NaN	-500	500		
standard Gibbs free energy of reaction		R_HSDy	kJ/mol	2.3159726	2.3159726	1.7	-500	500		
standard Gibbs free energy of reaction		R_CYSTL	kJ/mol	-16.594027	-16.594027	2.71	-500	500		
